Source,Target
commonly,ordinarily
commonly,unremarkably
commonly,usually
compactly,succinctly
comparatively,relatively
compassionately,pityingly
completely,entirely
completely,totally
completely,wholly
compulsively,obsessionally
compulsively,obsessively
compulsorily,mandatorily
compulsorily,obligatorily
con,learned
con,victimized
con,bunco
con,bunco game
con,bunko
con,bunko game
con,con game
con,confidence game
con,confidence trick
con,convict
con,flimflam
con,goldbrick
con,gyp
con,hustle
con,inmate
con,mulct
con,rook
con,scam
con,swindle
con,yard bird
con,yardbird
con,defraud
con,diddle
con,gip
con,hornswoggle
con,memorise
con,memorize
con,nobble
con,short-change
conceitedly,self-conceitedly
concisely,in brief
concisely,in short
concisely,shortly
conclusively,once and for all
condescendingly,patronisingly
condescendingly,patronizingly
confidingly,trustfully
confidingly,trustingly
confoundedly,perplexedly
conjointly,jointly
conjointly,together with
conscientiously,religiously
conscientiously,scrupulously
conservatively,guardedly
considerably,best
considerably,better
considerably,substantially
consistently,systematically
conspicuously,prominently
constantly,forever
constantly,incessantly
constantly,invariably
constantly,perpetually
contagiously,infectiously
contemptuously,contumeliously
contemptuously,disdainfully
contemptuously,scornfully
continuously,endlessly
continuously,incessantly
continuously,unceasingly
continuously,unendingly
contrarily,contrariwise
contrarily,on the contrary
contrarily,perversely
contrarily,to the contrary
contrariwise,on the contrary
contrariwise,perversely
contrariwise,the other way around
contrariwise,to the contrary
contrariwise,vice versa
contritely,remorsefully
contritely,ruefully
controversially,polemically
contumaciously,defiantly
contumaciously,rebelliously
contumeliously,disdainfully
contumeliously,scornfully
conveniently,handily
conversationally,informally
coolly,nervelessly
coolly,nonchalantly
cooperatively,hand and glove
cooperatively,hand in glove
copiously,extravagantly
copiously,profusely
coquettishly,flirtatiously
cordially,heartily
cordially,warmly
corruptedly,corruptly
cosily,cozily
course,flowing
course,running
course,naturally
course,of course
course,class
course,course of action
course,course of instruction
course,course of study
course,fed
course,feed
course,form
course,grade
course,line
course,path
course,row
course,track
course,trend
courteously,politely
covetously,enviously
covetously,greedily
covetously,jealously
craftily,cunningly
craftily,foxily
craftily,knavishly
craftily,slyly
craftily,trickily
crazily,dementedly
crazily,insanely
crazily,madly
creakily,creakingly
creakily,screakily
creakingly,screakily
credibly,plausibly
credibly,probably
creditably,respectably
crisply,sharply
crookedly,lopsidedly
crossly,grouchily
crossly,grumpily
crudely,inexpertly
cryptically,enigmatically
cryptically,mysteriously
culpably,reprehensibly
cunningly,cutely
cunningly,foxily
cunningly,knavishly
cunningly,slyly
cunningly,trickily
curiously,inquisitively
curiously,interrogatively
curiously,oddly
curiously,peculiarly
currently,presently
currishly,ignobly
cursedly,damnably
cursorily,quickly
curtly,shortly
cussedly,mulishly
cussedly,obdurately
cussedly,obstinately
cussedly,pig-headedly
cussedly,stubbornly
daftly,dottily
daftly,nuttily
daftly,wackily
damply,moistly
dangerously,hazardously
dangerously,perilously
darkly,in darkness
dauntlessly,fearlessly
dauntlessly,intrepidly
day after day,day in day out
dazedly,torpidly
dearly,in a heartfelt way
deceitfully,dishonestly
deceitfully,venally
deceivingly,deceptively
deceivingly,misleadingly
deceptively,misleadingly
decidedly,definitely
decidedly,emphatically
decidedly,in spades
decidedly,unquestionably
decipherably,legibly
decipherably,readably
decisively,resolutely
deep down,in spite of appearance
deeply,profoundly
defencelessly,defenselessly
deferentially,submissively
defiantly,rebelliously
definitely,emphatically
definitely,in spades
definitely,unquestionably
deftly,dexterously
deftly,dextrously
dejectedly,in low spirits
deliberately,designedly
deliberately,intentionally
deliberately,measuredly
deliberately,on purpose
deliberately,purposely
delicately,exquisitely
deliciously,lusciously
deliciously,pleasurably
deliciously,scrumptiously
demeaningly,humiliatingly
dementedly,insanely
dementedly,madly
demoniacally,frenetically
demonstrably,incontrovertibly
demonstrably,provably
densely,dumbly
densely,obtusely
densely,thickly
dependably,faithfully
dependably,reliably
deplorably,lamentably
deplorably,sadly
deplorably,woefully
derisively,derisorily
derisively,mockingly
derisively,scoffingly
derisorily,mockingly
derisorily,scoffingly
designedly,intentionally
designedly,on purpose
designedly,purposely
desolately,disconsolately
despairingly,despondently
desperately,urgently
despitefully,spitefully
determinedly,unfalteringly
determinedly,unshakably
detestably,odiously
detestably,repulsively
detrimentally,harmfully
detrimentally,noxiously
deucedly,devilishly
deucedly,insanely
deucedly,madly
devilishly,diabolically
devilishly,fiendishly
devilishly,insanely
devilishly,madly
devoutly,piously
dexterously,dextrously
diabolically,fiendishly
diagrammatically,graphically
dictatorially,magisterially
didactically,pedagogically
differently,other than
dimly,indistinctly
dimly,murkily
dimly,palely
dimly,pallidly
dingdong,ding
dingdong,dong
dingily,grubbily
dingily,grungily
directly,forthwith
directly,immediately
directly,instantly
directly,like a shot
directly,now
directly,right away
directly,straight off
dirtily,filthily
disbelievingly,incredulously
disbelievingly,unbelievingly
discordantly,unharmoniously
discourteously,impolitely
discourteously,rudely
discreditably,disgracefully
discreditably,dishonorably
discreditably,dishonourably
discreditably,ignominiously
discreditably,ingloriously
discreditably,shamefully
discursively,ramblingly
disdainfully,scornfully
disgracefully,dishonorably
disgracefully,dishonourably
disgracefully,ignominiously
disgracefully,ingloriously
disgracefully,shamefully
disgustingly,distastefully
disgustingly,revoltingly
disgustingly,sickeningly
dishonestly,venally
dishonorably,dishonourably
dishonorably,ignominiously
dishonorably,ingloriously
dishonorably,shamefully
dishonourably,ignominiously
dishonourably,ingloriously
dishonourably,shamefully
dismally,dreadfully
dismally,drearily
disparagingly,slightingly
dispiritedly,hopelessly
displaying incompetence,incompetently
disregarding,disregardless
disregarding,irrespective
disregarding,no matter
disregardless,irrespective
disregardless,no matter
dissolutely,profligately
distastefully,revoltingly
distastefully,sickeningly
distressingly,painfully
distrustfully,mistrustfully
diversely,multifariously
diversely,variously
dizzily,giddily
dizzily,light-headedly
doggedly,tenaciously
doggo,in hiding
dolefully,sorrowfully
doltishly,stupidly
dottily,nuttily
dottily,wackily
double quick,double time
doubly,in two ways
doubly,twice
doubtfully,dubiously
doubtless,doubtlessly
doubtless,undoubtedly
doubtlessly,undoubtedly
dourly,glumly
dourly,sullenly
dowdily,frumpily
dowdily,frumpishly
down the stairs,on a lower floor
dreadfully,horribly
dreamfully,dreamily
dreamfully,moonily
dreamily,moonily
drily,dryly
drily,laconically
drippily,mawkishly
dripping,soaking
dripping,sopping
dripping,drippage
drowsily,somnolently
dryly,laconically
dubiously,questionably
duly,punctually
dumbly,obtusely
e.g.,for example
e.g.,for instance
each week,every week
each week,hebdomadally
each year,every year
each year,p.a.
each year,per annum
each year,per year
eagerly,thirstily
earnestly,in earnest
earnestly,seriously
easily,best
easily,better
ebulliently,expansively
ebulliently,exuberantly
ecstatically,rapturously
ecstatically,rhapsodically
edgeways,edgewise
eerily,spookily
effectively,efficaciously
efficiently,expeditiously
egotistically,selfishly
elaborately,in an elaborate way
elaborately,intricately
empathetically,sympathetically
emphatically,in spades
emphatically,unquestionably
empirically,through empirical observation
en bloc,en masse
en passant,in passing
en route,on the way
enchantingly,enthrallingly
end on,endways
end on,endwise
endlessly,incessantly
endlessly,infinitely
endlessly,interminably
endlessly,unceasingly
endlessly,unendingly
endways,endwise
engagingly,winsomely
enigmatically,mysteriously
enjoyably,pleasantly
enormously,hugely
enormously,staggeringly
enormously,tremendously
enquiringly,inquiringly
enthusiastically,sky-high
entirely,exclusively
entirely,solely
entirely,totally
entirely,wholly
entreatingly,imploringly
entreatingly,importunately
entreatingly,pleadingly
enviously,jealously
equally,evenly
equally,every bit
erratically,unpredictably
erroneously,mistakenly
erst,formerly
eruditely,learnedly
especially,particularly
especially,peculiarly
especially,specially
essentially,fundamentally
et al,et al.
et al,et alia
et al,et alibi
et al,et alii
et al.,et alia
et al.,et alibi
et al.,et alii
et alia,et alii
etc.,etcetera
eternally,everlastingly
eternally,evermore
eternally,forever
even a little,in the least
even as,just as
even so,nevertheless
even so,nonetheless
even so,notwithstanding
even so,withal
even so,yet
evenhandedly,fairly
eventually,finally
everlastingly,evermore
everlastingly,forever
evermore,forever
evermore,forevermore
every now and then,every so often
every week,hebdomadally
every which way,haphazardly
every which way,indiscriminately
every which way,randomly
every which way,willy-nilly
everyplace,everywhere
evidently,manifestly
evidently,obviously
evidently,patently
evidently,plainly
evilly,wickedly
ex tempore,off-hand
exactly,incisively
exactly,on the dot
exactly,precisely
exaggeratedly,hyperbolically
exceedingly,extremely
excellently,famously
excellently,magnificently
excellently,splendidly
excessively,overly
excessively,to a fault
exclusively,solely
excruciatingly,torturously
excusably,forgivably
excusably,pardonably
exhaustively,thoroughly
exorbitantly,extortionately
exorbitantly,usuriously
expansively,exuberantly
expediently,inadvisably
experimentally,through an experiment
expertly,like an expert
extemporaneously,extemporarily
externally,outwardly
extortionately,usuriously
extraordinarily,inordinately
extravagantly,lavishly
extravagantly,profusely
extravagantly,richly
extremely,highly
exuberantly,riotously
exultantly,exultingly
fabulously,fantastically
fabulously,incredibly
facetiously,jokingly
faddily,faddishly
fairly,moderately
fairly,passably
fairly,reasonably
fairly,somewhat
faithfully,reliably
faithlessly,traitorously
faithlessly,treacherously
faithlessly,treasonably
falteringly,uncertainly
falteringly,unsteadily
famously,magnificently
famously,splendidly
fancifully,whimsically
fantastically,incredibly
far and away,out and away
far and near,far and wide
faster,quicker
fastest,quickest
fastidiously,painstakingly
fatuously,inanely
favorably,favourably
fearlessly,intrepidly
feasibly,practicably
fecklessly,ineptly
ferociously,fiercely
fervently,fervidly
fervently,fierily
fervidly,fierily
finally,in conclusion
finally,in the end
finally,lastly
finally,ultimately
firmly,securely
firmly,steadfastly
firmly,unwaveringly
first class,first-class mail
first of all,first off
first of all,firstly
first off,firstly
fiscally,in fiscal matters
fishily,queerly
fitly,fittingly
fitly,suitably
fittingly,suitably
flamboyantly,flashily
flamboyantly,showily
flashily,meretriciously
flashily,showily
flat out,like blue murder
flat out,roundly
flatly,unconditionally
fleetly,swiftly
flop,collapse
flop,fizzle
flop,floating-point operation
flop,founder
flop,washout
flop,fall flat
flop,fall through
fondly,lovingly
foolishly,unwisely
for 24 hours,round the clock
for a bargain price,for a song
for all intents and purposes,for all practical purposes
for all intents and purposes,to all intents and purposes
for all practical purposes,to all intents and purposes
for all the world,for any price
for all the world,for anything
for all the world,for love or money
for any price,for anything
for any price,for love or money
for anything,for love or money
for certain,sure enough
for each one,from each one
for each one,to each one
for each person,of each person
for example,for instance
for free,free of charge
for good,permanently
for the asking,on request
for the moment,for the time being
for the most part,mostly
forever,forever and a day
forever,incessantly
forever,perpetually
forgivably,pardonably
formally,officially
forrad,forrard
forrad,frontward
forrard,frontward
forth,onward
forthwith,immediately
forthwith,instantly
forthwith,like a shot
forthwith,now
forthwith,right away
forthwith,straight off
fortuitously,fortunately
fortuitously,luckily
fortunately,luckily
forwards,ahead
forwards,forrad
forwards,forrard
forwards,frontward
forwards,onward
foully,insultingly
foxily,knavishly
foxily,slyly
foxily,trickily
fractiously,peevishly
fractiously,querulously
frankly,honestly
frantically,madly
frenziedly,hectically
frequently,oft
frequently,often
frequently,oftentimes
frequently,ofttimes
freshly,impertinently
freshly,impudently
freshly,newly
freshly,pertly
freshly,saucily
frighteningly,scarily
frightfully,terribly
frigidly,frostily
from each one,to each one
from nowhere,out of nothing
from nowhere,out of thin air
from pillar to post,hither and thither
from time to time,now and again
from time to time,now and then
from time to time,occasionally
from time to time,on occasion
from time to time,once in a while
from way back,since a long time ago
fruitfully,productively
fruitfully,profitably
fruitlessly,unproductively
fruitlessly,unprofitably
frumpily,frumpishly
fully,in full
fully,to the full
fulsomely,smarmily
fulsomely,unctuously
funnily,oddly
funnily,queerly
funnily,strangely
furthermore,moreover
furthermore,what is more
furtively,on the sly
gainlessly,profitlessly
gainlessly,unprofitably
garishly,gaudily
garishly,tawdrily
garrulously,loquaciously
garrulously,talkatively
garrulously,talkily
gaudily,tawdrily
gayly,happily
gayly,jubilantly
gayly,merrily
gayly,mirthfully
generally,in general
generally,in the main
generally,more often than not
generally,mostly
gently,lightly
gently,mildly
gently,softly
genuinely,really
genuinely,truly
